Category,name,mrp,discountPercent,availableQuantity,discounted_mrp,weightInGms,outOfStock,quantity
Fruits & Vegetables,Onion,25,16,3,21,1000,FALSE,1
Fruits & Vegetables,Tomato Hybrid,42,16,3,35,1000,FALSE,1
Fruits & Vegetables,Tender Coconut,51,15,3,43,58,FALSE,1
Fruits & Vegetables,Coriander Leaves,20,15,3,17,100,FALSE,100
Fruits & Vegetables,Ladies Finger ,14,14,3,12,250,FALSE,250
Fruits & Vegetables,Potato,35,17,3,29,1000,FALSE,1
Fruits & Vegetables,Lemon,75,16,3,63,200,FALSE,200
Fruits & Vegetables,Watermelon ,58,15,3,49,58,FALSE,1
Fruits & Vegetables,Capsicum Green ,23,17,3,19,250,FALSE,250
Fruits & Vegetables,Chilli Green ,19,15,3,16,100,FALSE,100
Fruits & Vegetables,Banana Robusta,29,17,3,24,348,FALSE,6
Fruits & Vegetables,Garlic Indian ,11,18,3,9,100,FALSE,100
Fruits & Vegetables,Cauliflower,26,15,3,22,58,FALSE,1
Fruits & Vegetables,Ginger,14,14,3,12,200,FALSE,200
Fruits & Vegetables,Spinach,19,15,3,16,250,FALSE,250
Fruits & Vegetables,Muskmelon,42,16,3,35,58,FALSE,1
Fruits & Vegetables,Cabbage ,15,13,3,13,58,FALSE,1
Fruits & Vegetables,Methi,30,16,3,25,250,FALSE,250
Fruits & Vegetables,Broccoli,36,16,3,30,500,FALSE,500
Fruits & Vegetables,Sapota,30,16,3,25,348,FALSE,6
Fruits & Vegetables,Onion,68,16,3,57,3000,FALSE,3
Fruits & Vegetables,Potato,100,16,3,84,3000,FALSE,3
Fruits & Vegetables,Orange Nagpur,82,15,3,69,232,FALSE,4
Fruits & Vegetables,Mint Leaves ,11,18,3,9,100,FALSE,100
Fruits & Vegetables,Beans French,33,15,3,28,250,FALSE,250
Fruits & Vegetables,Bottle Gourd ,26,15,3,22,58,FALSE,1
Fruits & Vegetables,Banana Elaichi ,58,15,3,49,348,FALSE,6
Fruits & Vegetables,Coconut Big,36,16,3,30,58,FALSE,1
Fruits & Vegetables,Curry Leaves,13,15,3,11,50,FALSE,50
Fruits & Vegetables,Brinjal Bharta,19,15,3,16,58,FALSE,1
Fruits & Vegetables,Lettuce Iceberg,25,16,3,21,250,FALSE,250
Fruits & Vegetables,Papaya,54,16,3,45,58,FALSE,1
Fruits & Vegetables,Apple Shimla,142,16,3,119,232,FALSE,4
Fruits & Vegetables,Bitter Gourd,18,16,3,15,250,FALSE,250
Fruits & Vegetables,Brinjal Small,18,16,3,15,250,FALSE,250
Fruits & Vegetables,Sweet Corn,36,16,3,30,116,FALSE,2
Fruits & Vegetables,Spring Onion ,18,16,3,15,250,FALSE,250
Fruits & Vegetables,Bell Peppers Red & Yellow ,118,16,3,99,116,FALSE,2
Fruits & Vegetables,Pomegranate ,106,16,3,89,116,FALSE,2
Fruits & Vegetables,Sweet Lime,30,16,3,25,116,FALSE,2
Fruits & Vegetables,Baby Potato,19,15,3,16,500,FALSE,500
Fruits & Vegetables,Coccinia,32,15,3,27,250,FALSE,250
Fruits & Vegetables,Guava,54,16,3,45,232,FALSE,4
Fruits & Vegetables,Apple Washington,177,15,3,149,232,FALSE,4
Fruits & Vegetables,Amla,32,15,3,27,250,FALSE,250
Fruits & Vegetables,Beans Cluster,30,16,3,25,250,FALSE,250
Fruits & Vegetables,Apple Royal Gala,189,15,3,159,232,FALSE,4
Fruits & Vegetables,Chilli Bhaji,30,16,3,25,250,FALSE,250
Fruits & Vegetables,Lettuce Green,23,17,3,19,100,FALSE,100
Fruits & Vegetables,Baby Corn Peeled,35,17,3,29,250,FALSE,250
Fruits & Vegetables,Mixed Sprouts,35,17,3,29,200,FALSE,200
Fruits & Vegetables,Zucchini Green,35,17,3,29,250,FALSE,250
Fruits & Vegetables,Beans Broad,42,16,3,35,250,FALSE,250
Fruits & Vegetables,Raw Banana,20,15,6,17,500,FALSE,500
Fruits & Vegetables,Colocasia ,29,17,6,24,500,FALSE,500
Fruits & Vegetables,Tomato Cherry ,35,17,3,29,200,FALSE,200
Fruits & Vegetables,Sweet Potato ,38,15,3,32,500,FALSE,500
Fruits & Vegetables,Pineapple Slice,89,15,3,75,200,FALSE,200
Fruits & Vegetables,Orange,54,16,3,45,116,FALSE,2
Fruits & Vegetables,Dragon Fruit Imported,70,15,3,59,58,FALSE,1
Fruits & Vegetables,Zucchini Yellow,42,16,3,35,250,FALSE,500
Fruits & Vegetables,Apple Kinnaur,142,16,6,119,232,FALSE,4
Fruits & Vegetables,Pineapple,94,15,3,79,58,FALSE,1
Fruits & Vegetables,Basil,20,15,3,17,100,FALSE,100
Fruits & Vegetables,Parsley,17,17,3,14,100,FALSE,100
Fruits & Vegetables,Ridge Gourd,30,16,3,25,500,FALSE,500
Fruits & Vegetables,Papaya Cut,46,15,3,39,200,FALSE,200
Fruits & Vegetables,Pomegranate Peeled,58,15,2,49,100,FALSE,100
Fruits & Vegetables,Pear Green Imported,82,15,3,69,116,FALSE,2
Fruits & Vegetables,Guava Thai,70,15,3,59,116,FALSE,2
Fruits & Vegetables,Lettuce Red,20,15,3,17,100,FALSE,100
Fruits & Vegetables,Mango Raw,60,16,3,50,500,FALSE,500
Fruits & Vegetables,Biryani /Pulav Mix,58,15,3,49,250,FALSE,250
Fruits & Vegetables,Banana Nendran,54,16,6,45,500,FALSE,500
Fruits & Vegetables,Pumpkin Cut,30,16,3,25,200,FALSE,200
Fruits & Vegetables,Banana Red,54,16,6,45,500,FALSE,500
Fruits & Vegetables,Radish White,23,17,6,19,500,FALSE,500
Fruits & Vegetables,Avocado Indian Premium,177,15,3,149,58,FALSE,1
Fruits & Vegetables,Banana Leaf,12,16,2,10,58,FALSE,1
Fruits & Vegetables,Sponge Gourd,25,16,2,21,300,FALSE,300
Fruits & Vegetables,Zama Organics Carrot,20,15,3,17,250,FALSE,250
Fruits & Vegetables,Safal Frozen - Mixed Vegetables,110,4,2,105,1000,FALSE,1
Fruits & Vegetables,Zama Organics Sweet Potato,37,16,3,31,250,FALSE,250
Fruits & Vegetables,Beetroot,16,18,3,13,500,FALSE,500
Fruits & Vegetables,Capsicum,26,19,3,21,500,FALSE,500
Fruits & Vegetables,Carrot,19,21,3,15,500,FALSE,500
Fruits & Vegetables,Garlic,17,23,3,13,200,FALSE,200
Fruits & Vegetables,Carrot,13,15,0,11,250,TRUE,200
Fruits & Vegetables,Beetroot,11,18,0,9,250,TRUE,250
Fruits & Vegetables,Moong Sprouts,35,17,0,29,200,TRUE,200
Fruits & Vegetables,Safal Frozen Mixed Vegetables,60,5,0,57,500,TRUE,500
Fruits & Vegetables,Safal Frozen Corn,41,4,0,39,200,TRUE,200
Fruits & Vegetables,Safal Frozen - Sweet Corn,160,5,0,152,1000,TRUE,1
Munchies,"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",35,2,6,34,48,FALSE,48
Munchies,"""Maggi Magic Cubes, Vegetarian Masala""",35,2,1,34,40,FALSE,40
Munchies,24 Mantra Bura Sugar (Demerara),80,10,6,72,500,FALSE,500
Munchies,24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle,410,10,6,369,1000,FALSE,1
Munchies,24 Mantra Mustard Oil (Cold Pressed) ,350,10,6,312,1000,FALSE,1
Munchies,24 Mantra Organic Besan,95,7,5,88,500,FALSE,500
Munchies,24 Mantra Organic Black Pepper,170,7,6,157,100,FALSE,100
Munchies,24 Mantra Organic Brown Sona Masoori Rice,95,0,6,95,1000,FALSE,1
Munchies,24 Mantra Organic Chana Dal,95,6,5,89,500,FALSE,500
Munchies,24 Mantra Organic Cumin,70,7,2,65,100,FALSE,100
Munchies,24 Mantra Organic Cumin Powder,70,0,6,70,100,FALSE,100
Munchies,24 Mantra Organic Green Moong Dal - Split,135,0,2,135,500,FALSE,500
Munchies,24 Mantra Organic Jaggery Powder,80,15,6,68,500,FALSE,500
Munchies,24 Mantra Organic Jowar Flour,70,7,6,65,500,FALSE,500
Munchies,24 Mantra Organic Masoor Dal - Split,95,7,6,88,500,FALSE,500
Munchies,24 Mantra Organic Moong Dal,135,7,6,125,500,FALSE,500
Munchies,24 Mantra Organic Pancharatna Dal - Split,130,7,6,120,500,FALSE,500
Munchies,24 Mantra Organic Peanuts,135,7,1,125,500,FALSE,500
Munchies,24 Mantra Organic Puffed Rice,40,2,6,39,200,FALSE,200
Munchies,24 Mantra Organic Ragi Flour,65,20,4,52,500,FALSE,500
Munchies,24 Mantra Organic Rajma,145,0,6,145,500,FALSE,500
Munchies,24 Mantra Organic Red Poha,75,8,1,69,500,FALSE,500
Munchies,24 Mantra Organic Roasted Bengal Gram Dal,105,7,6,97,500,FALSE,500
Munchies,24 Mantra Organic Sattu Atta,95,0,6,95,500,FALSE,500
Munchies,24 Mantra Organic Tur Dal,260,20,6,208,1000,FALSE,1
Munchies,24 Mantra Organic Tur Dal - Split,130,7,6,120,500,FALSE,500
Munchies,24 Mantra Organic Urad White Whole,145,15,4,122,500,FALSE,500
Munchies,24 Mantra Organic Wheat Daliya ,48,2,2,47,500,FALSE,500
Munchies,24 Mantra Organic Whole Wheat Atta,64,7,0,59,1000,TRUE,1
Munchies,24 Mantra Red Chilly Whole,70,7,1,65,100,FALSE,100
Munchies,24 Mantra Sona Masuri Brown Rice,475,10,6,423,5000,FALSE,5
Munchies,24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle,390,11,5,347,1000,FALSE,1
Munchies,24 Mantra Super Grain Quinoa,190,0,4,190,500,FALSE,500
Munchies,24 Mantra Turmeric Powder,35,2,6,34,100,FALSE,100
Munchies,Aashirvaad Atta,460,13,6,399,10000,FALSE,10
Munchies,Aashirvaad Atta With Mutigrains,315,8,0,287,5000,TRUE,5
Munchies,Aashirvaad Breakfast Instant Mix - Rice Idli,75,30,6,52,200,FALSE,200
Munchies,Aashirvaad Instant Mix - Rice Dosa,75,30,6,52,200,FALSE,200
Munchies,Aashirvaad Iodised Salt ,22,13,0,19,1000,TRUE,1
Munchies,Aashirvaad Multigrain Atta,64,3,2,62,1000,FALSE,1
Munchies,Aashirvaad Select Atta,64,0,6,64,1000,FALSE,1
Munchies,Aashirvaad Select Sharbati Atta,315,10,6,283,5000,FALSE,5
Munchies,Aashirvaad Superior MP Atta,250,2,6,245,5000,FALSE,5
Munchies,Aashirvaad Superior MP Whole Wheat Atta,53,1,0,52,1000,TRUE,1
Munchies,Aashirvaad Svasti Cow Ghee Tetra Pack,295,0,6,295,500,FALSE,500
Munchies,Amul Dark Compound Chocolate Slab,125,2,6,122,500,FALSE,500
Munchies,Amul Fresh Cream,197,3,3,191,1000,FALSE,1
Munchies,Amul Fresh Cream,63,0,0,63,250,TRUE,250
Munchies,Amul Ghee (Tin),520,2,6,509,1000,FALSE,1
Munchies,Amul Milk Compound Chocolate Slab,110,2,6,107,500,FALSE,500
Munchies,Amul Mithai Mate Condensed Sweetened Milk,56,3,4,54,200,FALSE,200
Munchies,Amul Mithai Mate EOE Tin,112,2,6,109,400,FALSE,400
Munchies,Amul Pure Ghee (Pouch),255,2,6,249,500,FALSE,500
Munchies,Amul Pure Ghee (Pouch),505,1,2,499,1000,FALSE,1
Munchies,Amulya Dairy Whitener ,380,2,4,372,1000,FALSE,1
Munchies,Arden Desi Eggs,110,13,4,95,348,FALSE,6
Munchies,Arden Eggs Brown,85,7,4,79,348,FALSE,6
Munchies,Arden Eggs White,97,0,4,97,696,FALSE,12
Munchies,Arden Eggs White,65,15,4,55,348,FALSE,6
Munchies,Betty Crocker Chocolate Fudge Cake Mix,295,0,6,295,475,FALSE,475
Munchies,Betty Crocker Complete Pancake Mix Original,110,4,6,105,250,FALSE,500
Munchies,Betty Crocker French Vanilla Cake Mix,310,10,6,276,520,FALSE,520
Munchies,Betty Crocker Mug Treats - Chocolate Mix - Pack of 4,200,11,6,178,264,FALSE,264
Munchies,Borges Canola Oil Pet Bottle,399,0,6,399,1000,FALSE,1
Munchies,Borges Durum Wheat Fusilli Pasta ,250,0,3,250,500,FALSE,500
Munchies,Borges Durum Wheat Pasta Superior Quality,250,40,6,149,500,FALSE,500
Munchies,Borges Extra Light Olive Oil Bottle ,2600,46,6,1399,2000,FALSE,2
Munchies,Borges Extra Virgin Olive Oil,400,25,1,299,250,FALSE,250
Munchies,Borges Farfalle Durum Wheat Pasta ,250,0,5,250,500,FALSE,500
Munchies,Cadbury Cocoa Powder,223,5,6,211,150,FALSE,150
Munchies,Cadbury Hot Chocolate,175,5,6,166,200,FALSE,200
Munchies,Cantina Beans Mexican Beans,250,14,6,213,410,FALSE,410
Munchies,Catch Black Pepper Sprinkler,100,0,1,100,50,FALSE,50
Munchies,Ceres Foods Fish Mustard Instant Liquid Masala,220,50,6,110,200,FALSE,200
Munchies,Ceres Foods Laal Maas Instant Liquid Masala,220,50,5,110,200,FALSE,200
Munchies,Ceres Foods Nalli Nihari Instant Liquid Masala,220,50,6,110,200,FALSE,200
Munchies,Chef's Basket Durum Wheat Elbow Pasta,160,50,6,80,500,FALSE,500
Munchies,Chef's Basket Durum Wheat Fusilli Pasta,160,50,6,80,500,FALSE,500
Munchies,Chef's Basket Durum Wheat Penne Pasta,160,50,0,80,500,TRUE,500
Munchies,Ching’s Secret Chowmein Hakka Noodles Masala ,44,0,2,44,60,FALSE,60
Munchies,Ching's Chicken Chilli Masala,10,0,6,10,20,FALSE,20
Munchies,Ching's Chow Mein Hakka Noodles Masala,10,0,0,10,20,TRUE,20
Munchies,Ching's Manchurian Instant Noodles,15,0,5,15,60,FALSE,60
Munchies,Ching's Paneer Chilli Masala,44,0,4,44,60,FALSE,60
Munchies,Ching's Schezwan Fried Rice(Miracle Masala),44,0,5,44,60,FALSE,60
Munchies,Ching's Schezwan Masala Instant Noodles,60,0,1,60,240,FALSE,240
Munchies,Ching's Secret Chicken 65 Masala - Chicken,10,0,5,10,20,FALSE,20
Munchies,Ching's Secret Instant Hot Garlic Noodles,15,0,3,15,60,FALSE,60
Munchies,"Ching's Secret Instant Noodles, Hot Garlic",60,0,4,60,240,FALSE,240
Munchies,Ching's Secret Instant Schezwan Noodles,15,0,6,15,60,FALSE,60
Munchies,Ching's Secret Paneer Chilli Masala,10,0,2,10,20,FALSE,20
Munchies,Ching's Secret Veg Hakka Noodles,107,0,0,107,600,TRUE,600
Munchies,Ching's Secret Veg Manchurian Masala,44,0,6,44,60,FALSE,60
Munchies,Ching's Singapore Curry Instant Noodles,60,0,4,60,240,FALSE,240
Munchies,Ching's Veg Manchurian Masala,10,0,2,10,20,FALSE,20
Munchies,Cornitos Cornitos Taco Shells - 4 Inches,110,20,6,88,80,FALSE,80
Munchies,Cornitos Peanut - Premium Salted ,120,10,6,108,150,FALSE,150
Munchies,Daawat Rozana Gold Basmati Rice,90,1,0,89,1000,TRUE,1
Munchies,Daawat Rozana Super Basmati Rice,79,0,0,79,1000,TRUE,1
Munchies,Daawat Super Basmati Rice,185,8,0,169,1000,TRUE,1
Munchies,Dabur 100% Pure Honey,330,10,1,297,400,FALSE,400
Munchies,Dabur 100% Pure Honey - Worlds No.1,430,10,6,387,1000,FALSE,1
Munchies,Dabur Ginger Garlic Paste,25,8,3,23,100,FALSE,100
Munchies,Dabur Ginger Garlic Paste,50,6,0,47,200,TRUE,200
Munchies,Dabur Hommade - Garlic Paste,50,6,6,47,200,FALSE,200
Munchies,Dabur Hommade - Ginger Garlic Past Tub,110,5,6,104,400,FALSE,400
Munchies,Dabur Hommade - Ginger Paste,50,6,6,47,200,FALSE,200
Munchies,Dabur Hommade Tamarind Paste,48,6,6,45,200,FALSE,200
Munchies,Dabur Honey ,220,7,3,204,500,FALSE,500
Munchies,Dabur Honey - World's No.1,120,0,6,120,250,FALSE,250
Munchies,Dabur Honey Squeezy,185,9,6,167,225,FALSE,225
Munchies,Dabur Keora water - Authentic flavour for Biryani's and Desserts,62,6,6,58,250,FALSE,250
Munchies,Delight Nuts Almond Natural ,349,20,6,279,200,FALSE,200
Munchies,Delight Nuts Berries Mix ,399,20,6,319,200,FALSE,200
Munchies,Delight Nuts Cashew Roasted & Salted,425,20,6,340,200,FALSE,200
Munchies,Delight Nuts Cranberries Sliced ,299,20,6,239,200,FALSE,200
Munchies,Delight Nuts Dried Blueberries ,540,20,6,432,150,FALSE,150
Munchies,Delight Nuts Dried Cranberries ,340,20,6,272,200,FALSE,200
Munchies,Delight Nuts Pista Roasted & Salted,425,20,6,340,200,FALSE,200
Munchies,Delight Nuts Trail Mix ,399,25,6,299,200,FALSE,200
Munchies,Dhara Filtered Groundnut Oil (Jar),1050,1,6,1035,5000,FALSE,5
Munchies,Dhara Filtered Groundnut Oil (Jar),1050,0,2,1050,5000,FALSE,5
Munchies,Dhara Groundnut Oil (Pouch),230,11,6,203,1000,FALSE,1
Munchies,Dhara Health Refined Sun Flower Oil Jar,1200,18,6,984,5000,FALSE,5
Munchies,Dhara Kachi Ghani Mustard Oil Jar,1250,8,6,1143,5000,FALSE,5
Munchies,Dhara Life Refined Ricebran Oil (Pouch),205,7,6,190,1000,FALSE,1
Munchies,Dhara Nourish Refined Sunflower Oil Pouch,210,5,6,199,1000,FALSE,1
Munchies,D'lecta Dairy Cream,54,5,6,51,200,FALSE,200
Munchies,Dlicia Whip Topping Bottle,235,27,5,171,1000,FALSE,1
Munchies,Eastern Chicken Masala,70,7,3,65,100,FALSE,100
Munchies,Eastern Cumin Powder,49,2,6,48,100,FALSE,100
Munchies,Eastern Fish Masala,48,2,5,47,100,FALSE,100
Munchies,Eastern Super Garam Masala,74,6,2,69,200,FALSE,200
Munchies,Eastern Tamarind,63,0,6,63,200,FALSE,200
Munchies,Epicurea Sushi Rice,295,0,6,295,500,FALSE,500
Munchies,Epicurea Thai Jasmine Rice,295,0,4,295,500,FALSE,500
Munchies,Everest Amchur Powder,42,2,0,41,50,TRUE,50
Munchies,Everest Black Pepper Powder,135,14,6,115,100,FALSE,100
Munchies,Everest Chaat Masala,35,2,1,34,50,FALSE,50
Munchies,Everest Chat Masala,65,9,0,59,100,TRUE,100
Munchies,Everest Chicken Masala,39,2,1,38,50,FALSE,50
Munchies,Everest Chicken Masala,74,2,6,72,100,FALSE,100
Munchies,Everest Chicken Masala,147,10,6,132,200,FALSE,200
Munchies,Everest Chole Masala,33,3,1,32,50,FALSE,50
Munchies,Everest Coriander Powder,32,3,0,31,100,TRUE,100
Munchies,Everest Coriander Powder,70,10,0,63,200,TRUE,200
Munchies,Everest Cumin Powder (Jeera),30,3,0,29,50,TRUE,50
Munchies,Everest Dry Ginger Powder,75,9,4,68,100,FALSE,100
Munchies,Everest Dry Mango Powder,80,0,5,80,100,FALSE,100
Munchies,Everest Garam Masala,78,7,5,72,100,FALSE,100
Munchies,Everest Garam Masala,42,2,2,41,50,FALSE,50
Munchies,Everest Garam Masala,158,10,6,142,200,FALSE,200
Munchies,Everest Hingraj Powder,90,10,2,81,50,FALSE,50
Munchies,Everest Kashmiri Lal Chilli Powder,310,10,0,279,500,TRUE,500
Munchies,Everest Kasuri Methi,25,0,6,25,25,FALSE,25
Munchies,Everest Kesari Milk Masala,205,0,2,205,50,FALSE,50
Munchies,Everest Kesari Milk Masala,205,0,6,205,50,FALSE,20
Munchies,Everest Kitchen King Masala,70,14,2,60,100,FALSE,100
Munchies,Everest Kitchen King Masala,37,2,6,36,50,FALSE,50
Munchies,Everest Kitchen King Masala,142,9,6,128,200,FALSE,200
Munchies,Everest Meat Masala Powder,74,9,3,67,100,FALSE,100
Munchies,Everest Pani Puri Masala,31,3,6,30,50,FALSE,50
Munchies,Everest Pav Bhaji Masala,37,10,4,33,50,FALSE,50
Munchies,Everest Pav Bhaji Masala,70,0,2,70,100,FALSE,100
Munchies,Everest Powder - Egg Curry Masala,40,2,6,39,50,FALSE,50
Munchies,Everest Powder - Tea Masala,98,9,5,89,100,FALSE,100
Munchies,Everest Rajma Masala,33,3,5,32,50,FALSE,50
Munchies,Everest Sabji Masala,30,3,6,29,50,FALSE,50
Munchies,Everest Saffron Kesar,120,0,0,120,1,TRUE,0
Munchies,Everest Sambhar Masala,34,2,0,33,50,TRUE,50
Munchies,Everest Shahi Biryani Masala,70,14,6,60,50,FALSE,50
Munchies,Everest Shahi Biryani Masala,245,0,6,245,200,FALSE,200
Munchies,Everest Shahi Paneer Masala,42,4,5,40,50,FALSE,50
Munchies,Everest Tandoori Chicken Masala,39,2,5,38,50,FALSE,50
Munchies,Everest Tandoori Chicken Masala,74,9,3,67,100,FALSE,100
Munchies,Everest Tea Masala,55,9,2,50,50,FALSE,50
Munchies,Everest Tikhalal Chilli Powder,235,9,6,212,500,FALSE,500
Munchies,Everest Tikhalal Hot & Red Chilly Powder,47,2,0,46,100,TRUE,100
Munchies,Everest Turmeric Powder,67,10,0,60,200,TRUE,200
Munchies,Figaro Pure Olive Oil,325,8,1,299,200,FALSE,200
Munchies,Flying Bird Butter Scotch Essence,50,2,6,49,20,FALSE,20
Munchies,Flying Bird Food Essence - Kewra,50,0,6,50,20,FALSE,20
Munchies,Flying Bird Pineapple Artifical Food Essence,50,2,6,49,20,FALSE,20
Munchies,Flying Bird Premium Orange Artificial Food Essence,60,0,6,60,20,FALSE,20
Munchies,Flying Bird Vanilla Essence,35,2,6,34,20,FALSE,20
Munchies,Fortune Besan Flour,120,0,0,120,1000,TRUE,1
Munchies,Fortune Biriyani Special Basmati Rice,175,0,5,175,1000,FALSE,1
Munchies,Fortune Kachi Ghani Mustard Oil Bottle,216,7,6,199,1000,FALSE,1
Munchies,Fortune Rice Bran (Pouch),225,11,6,199,1000,FALSE,1
Munchies,Fortune Rice Bran Health Oil (Jar),1050,1,6,1039,5000,FALSE,5
Munchies,Fortune Rozana Basmati Rice,585,21,6,462,5000,FALSE,5
Munchies,Fortune Soya Health Refined Soybean Oil,210,1,2,206,1000,FALSE,1
Munchies,Fortune Soyabean Oil,1005,0,6,999,5000,FALSE,5
Munchies,Fortune Soyabean Oil,210,13,0,181,1000,TRUE,1
Munchies,Fortune Sunlite Refined Sunflower (Jar),925,0,6,925,5000,FALSE,5
Munchies,Fortune Sunlite Refined Sunflower (Pouch),230,4,6,219,1000,FALSE,1
Munchies,Gits Dessert Mix China Grass Bombay Halwa,55,0,4,55,80,FALSE,80
Munchies,Gits Gulab Jamun Instant Dessert Mix,99,10,6,89,200,FALSE,200
Munchies,Gits Jalebi with Maker Dessert Mix,75,16,6,63,100,FALSE,100
Munchies,Gits Khaman Dhokla Instant Snack Mix,65,6,6,61,180,FALSE,180
Munchies,Gits Medu Vada Instant Snack Mix,90,4,6,86,200,FALSE,200
Munchies,Gits Rice Dosa Instant Breakfast Mix,60,5,5,57,200,FALSE,200
Munchies,Gits Veg Biryani Ready to Eat,110,10,6,99,265,FALSE,265
Munchies,Godrej Yummiez Chicken Breakfast Salami,150,4,0,143,250,TRUE,250
Munchies,Godrej Yummiez Chicken Nuggets,325,9,1,293,500,FALSE,500
Munchies,Godrej Yummiez Chicken Punjabi Tikka ,295,9,6,266,360,FALSE,360
Munchies,Godrej Yummiez Chilli Chicken Sausages ,160,10,3,144,250,FALSE,250
Munchies,Gowardhan Cow Ghee Pouch,579,10,6,521,1000,FALSE,1
Munchies,Gowardhan Ghee Jar,598,3,6,579,1000,FALSE,1
Munchies,Gowardhan Ghee/Tuppa Jar,315,1,6,309,500,FALSE,500
Munchies,Gowardhan Pure Ghee Pouch,295,4,6,281,500,FALSE,500
Munchies,Happilo Premium 100% Natural Whole Cashews,335,29,6,235,200,FALSE,200
Munchies,Happilo Premium Afghani Anjeer,365,29,2,256,200,FALSE,200
Munchies,Happilo Premium International Queen Kalmi Dates,245,29,6,172,200,FALSE,200
Munchies,Hershey's Caramel Syrup,230,0,1,230,623,FALSE,623
Munchies,Hersheys Chocolate Almond Syrup,200,0,2,200,450,FALSE,450
Munchies,Hershey's Chocolate Flavour Syrup,220,6,6,205,623,FALSE,680
Munchies,Hershey's Chocolate Milk Booster,200,0,6,200,450,FALSE,450
Munchies,Hershey's Chocolate Syrup,95,0,4,95,200,FALSE,200
Munchies,Hershey's Cocoa - Natural Unsweetened,270,10,4,243,225,FALSE,225
Munchies,Hershey's Cocoa Powder,95,0,5,95,70,FALSE,70
Munchies,Hershey's Hot Chocolate Powder,210,0,4,210,250,FALSE,250
Munchies,Hershey's Syrup Delicious Strawberry,95,0,1,95,200,FALSE,200
Munchies,iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1
Munchies,India Gate Basmati Rice,210,0,0,210,1000,TRUE,1
Munchies,ITC Master Chef Butter Chicken,75,30,6,52,80,FALSE,80
Munchies,ITC Master Chef Hyderabadi Biryani,75,30,5,52,80,FALSE,80
Munchies,ITC Master Chef Vegetable Biryani Cooking Paste,75,30,5,52,80,FALSE,80
Munchies,Japanese Choice Udon Noodles,295,9,6,266,250,FALSE,250
Munchies,Jivana Jaggery,100,0,2,100,950,FALSE,950
Munchies,Keya Italian Pizza Oregano,109,11,0,97,80,TRUE,80
Munchies,Keya Italian Seasoning,109,10,6,98,35,FALSE,35
Munchies,Keya Oregano,109,10,5,98,9,FALSE,9
Munchies,Keya Piri Piri | Exotic Spices Mix,109,20,6,87,80,FALSE,80
Munchies,Keya Pizza Seasoning,109,17,6,90,45,FALSE,45
Munchies,Keya Wonder Red Hot Chilli Flakes,89,10,2,80,40,FALSE,40
Munchies,Kitchens of India Dal Bukhara Gravy Mix,110,30,6,77,285,FALSE,285
Munchies,Kitchens Of India Mutter Paneer,130,4,6,124,285,FALSE,285
Munchies,Kitchens of India Mutter Paneer Mix,120,30,4,84,285,FALSE,285
Munchies,Madhur Pure And Hygienic Sugar,295,9,0,266,5000,TRUE,5
Munchies,Madhur Sugar,60,6,0,56,1000,TRUE,1
Munchies,Maggi 2 Minute Masala Noodles,12,0,6,12,70,FALSE,70
Munchies,Maggi 2-Minute Instant Noodles - Masala,44,0,0,44,280,TRUE,280
Munchies,Maggi Chilly Chow Cuppa Noodles,50,0,0,50,70,TRUE,70
Munchies,Maggi Coconut Milkpowder,100,0,6,100,100,FALSE,100
Munchies,Maggi Magic Cubes Extra Chicken,40,2,6,39,48,FALSE,48
Munchies,Maggi Magic Cubes Extra Chicken,199,0,2,199,240,FALSE,240
Munchies,Maggi Magic Cubes Extra Chicken,199,10,6,179,240,FALSE,240
Munchies,Maggi Masala Ae Magic,58,6,0,54,72,TRUE,72
Munchies,Maggi Special Masala Spicy Yummy Noodles,72,0,0,72,280,TRUE,280
Munchies,Masala Oats Masala & Coriander ,195,9,5,176,500,FALSE,500
Munchies,McCain New Mini Samosa with Cheese Corn Style Filling,120,1,2,118,240,FALSE,240
Munchies,McCain New Mini Samosa with Cheese Pizza Style Filling,120,1,3,118,240,FALSE,240
Munchies,Mothers Recipe Papad Chana Masala,79,10,6,71,200,FALSE,200
Munchies,Mother's Recipe Paste Ginger & Garlic,76,10,4,68,300,FALSE,300
Munchies,Mother's Recipe Tamarind Paste,50,2,6,49,200,FALSE,200
Munchies,Mother's Recipe Tamarind Paste,50,2,2,49,200,FALSE,200
Munchies,MTR 3 Min Poha,25,0,6,25,60,FALSE,60
Munchies,MTR Breakfast Khatta Meetha Poha Mix,25,20,6,20,60,FALSE,60
Munchies,MTR Idli/Dosa/Chilly Chutney Powder,115,0,3,115,200,FALSE,200
Munchies,MTR Instant Gulab Jamun Mix,195,9,6,176,500,FALSE,500
Munchies,MTR Masala - Sambar Powder,115,0,4,115,200,FALSE,200
Munchies,MTR Uttapam Mix,165,5,6,156,500,FALSE,500
Munchies,MTR Vada Breakfast,200,0,1,200,500,FALSE,500
Munchies,Nestle Everyday Dairy Whitener,210,0,4,210,400,FALSE,400
Munchies,Nestle Milkmaid,132,3,6,128,400,FALSE,400
Munchies,Nissin Cup Noodles Tangy Tomato,50,10,2,45,70,FALSE,70
