Category,name,mrp,discountPercent,availableQuantity,discounted_mrp,weightInGms,outOfStock,quantity
Packaged Food,Quaker Oats,199,7,6,184,1000,FALSE,1
Packaged Food,The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,55,25,6,41,27,FALSE,27
Packaged Food,Switz Spring Roll Dough Sheets,90,4,6,86,1160,FALSE,20
Packaged Food,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,40,17,6,33,30,FALSE,30
Packaged Food,Ching's Secret Tomato Instant Soup,10,0,1,10,16,FALSE,15
Packaged Food,Chef's Basket Durum Wheat Elbow Pasta,160,50,6,80,500,FALSE,500
Packaged Food,Sunfeast Yippee! Mood Masala Noodles,60,28,3,43,260,FALSE,260
Packaged Food,MTR Breakfast Khatta Meetha Poha Mix,25,20,6,20,60,FALSE,60
Packaged Food,Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli,445,9,6,401,750,FALSE,750
Packaged Food,Ching's Secret Chilli Vinegar,50,0,4,50,170,FALSE,170
Packaged Food,Ching's Red Chilli Sauce,55,0,6,55,200,FALSE,200
Packaged Food,Amul Lite Spread,40,2,5,39,100,FALSE,100
Packaged Food,Borges Durum Wheat Fusilli Pasta ,250,0,3,250,500,FALSE,500
Packaged Food,The Whole Truth Cranberry Mini Protein Bar No Sugar,55,20,6,44,27,FALSE,27
Packaged Food,The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar,55,20,6,44,27,FALSE,27
Packaged Food,Maggi Hot & Sweet Tomato Chilli Sauce,115,0,1,115,500,FALSE,500
Packaged Food,Sunfeast YiPPee! Noodles - Magic Masala,96,5,4,91,540,FALSE,540
Packaged Food,Chef's Basket Durum Wheat Fusilli Pasta,160,50,6,80,500,FALSE,500
Packaged Food,Top Ramen Chicken Noodles,60,10,1,54,280,FALSE,280
Packaged Food,Veeba Cheese and Chilli Sandwich Spread,89,11,6,79,275,FALSE,275
Packaged Food,Ching’s Secret Chowmein Hakka Noodles Masala ,44,0,2,44,60,FALSE,60
Packaged Food,Safal Frozen - Mixed Vegetables,110,4,2,105,1000,FALSE,1
Packaged Food,MTR 3 Min Poha,25,0,6,25,60,FALSE,60
Packaged Food,Ching's Manchurian Instant Noodles,15,0,5,15,60,FALSE,60
Packaged Food,The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar ,55,25,6,41,27,FALSE,27
Packaged Food,Gits Pav Bhaji Ready to Eat,110,22,6,85,300,FALSE,300
Packaged Food,McCain New Mini Samosa with Cheese Corn Style Filling,120,1,2,118,240,FALSE,240
Packaged Food,Lijjat Udad Mini Papad,60,6,6,56,200,FALSE,200
Packaged Food,McCain Herb & Garlic Crazy Fries Masala Mix ,120,5,5,114,400,FALSE,400
Packaged Food,Yoga Bar Multigrain Energy Bar Nuts And Seeds,40,12,4,35,38,FALSE,38
Packaged Food,"Ching's Secret Sauce, Green Chilli",55,0,5,55,190,FALSE,190
Packaged Food,Veeba Pizza Topping,75,6,4,70,280,FALSE,280
Packaged Food,Switz Paratha Puff,110,4,6,105,400,FALSE,400
Packaged Food,"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",325,6,6,305,500,FALSE,500
Packaged Food,The Whole Truth Double Cocoa Mini Protein Bar No Sugar,55,20,5,44,27,FALSE,27
Packaged Food,Sunfeast Yippee Tricolor Pasta Seasoning,28,17,1,23,65,FALSE,65
Packaged Food,Wingreens Cheesy Chipotle Sauce,99,49,1,50,130,FALSE,130
Packaged Food,Maggi Rich Tomato Ketchup,105,4,2,100,500,FALSE,500
Packaged Food,The Whole Truth Dark Chocolate Peanut Butter - Creamy,235,25,6,174,325,FALSE,325
Packaged Food,Godrej Yummiez Chicken Nuggets,325,9,1,293,500,FALSE,500
Packaged Food,Go Cheese  Spread Plain,99,5,6,94,200,FALSE,200
Packaged Food,Kellogg's Real Almond & Honey Corn Flakes,175,9,6,158,300,FALSE,300
Packaged Food,The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,60,20,6,48,40,FALSE,40
Packaged Food,Prasuma Vegetable Momos,270,0,5,270,24,FALSE,24
Packaged Food,MTR Upma,50,10,6,45,160,FALSE,160
Packaged Food,Ching's Schezwan Masala Instant Noodles,60,0,1,60,240,FALSE,240
Packaged Food,The Whole Truth Cranberry Protein Bar No Sugar,100,26,6,74,52,FALSE,52
Packaged Food,Saffola Yummy Masala Noodles ,20,0,2,20,46,FALSE,46
Packaged Food,Veeba English Mustard,74,6,2,69,300,FALSE,300
Packaged Food,Dabur Hommade Tamarind Paste,48,6,6,45,200,FALSE,200
Packaged Food,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),325,4,6,309,400,FALSE,400
Packaged Food,The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,55,25,6,41,27,FALSE,27
Packaged Food,ITC Master Chef Crispy Chicken Fries ,170,4,3,162,280,FALSE,280
Packaged Food,Kelloggs Corn Flakes,99,13,6,86,250,FALSE,250
Packaged Food,Nissin Cup Noodles Tangy Tomato,50,10,2,45,70,FALSE,70
Packaged Food,Smith & Jones White Pasta Sauce Mix,40,0,3,40,46,FALSE,46
Packaged Food,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28,10,1,25,65,FALSE,65
Packaged Food,Mothers Recipe Tamrind Date Chutney ,55,9,2,50,200,FALSE,200
Packaged Food,Veeba Mint Mayonnaise,169,8,4,155,300,FALSE,300
Packaged Food,Mccain Emotibites - Crispy Happy Potato Snack,130,0,6,129,415,FALSE,415
Packaged Food,The Whole Truth Energy Bar Choco Cranberry Fudge,60,26,6,44,40,FALSE,40
Packaged Food,Godrej Yummiez Chicken Lucknowi Seekh Kebab,260,10,4,234,400,FALSE,400
Packaged Food,Prasuma Vegetable Momos,150,0,5,150,580,FALSE,10
Packaged Food,Mother's Recipe Mixed Pickle,85,9,2,77,300,FALSE,300
Packaged Food,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28,17,3,23,65,FALSE,65
Packaged Food,The Whole Truth Peanut Cocoa Protein Bar No Sugar,100,26,6,74,52,FALSE,52
Packaged Food,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,325,4,6,309,400,FALSE,400
Packaged Food,Sunfeast YiPPee! Magic Masala Noodles,70,10,3,63,405,FALSE,405
Packaged Food,Veeba Sweet Onion Sauce,141,14,4,121,350,FALSE,350
Packaged Food,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,49,8,6,45,200,FALSE,200
Packaged Food,Mother's Recipe Tamarind Paste,50,2,6,49,200,FALSE,200
Packaged Food,Yogabar No Added Sugar Protein Bar Brownie,125,15,4,106,60,FALSE,60
Packaged Food,Bambino Popular Vermicelli ,40,2,3,39,400,FALSE,400
Packaged Food,Ching's Secret Mix Veg Instant Soup,10,0,3,10,15,FALSE,15
Packaged Food,Mother's Recipe Pickle - Red Stuffed Chilli,145,11,3,129,400,FALSE,400
Packaged Food,Kellogg's No Added Sugar Muesli,335,11,6,298,500,FALSE,500
Packaged Food,Veeba Salsa Dip,119,6,6,111,360,FALSE,360
Packaged Food,Veeba Thousand Island Dressing,149,8,6,137,300,FALSE,300
Packaged Food,Baggry's Crunchy Muesli Almond Raisins & Honey,130,0,5,130,200,FALSE,200
Packaged Food,Knorr Chinese Hot And Sour Veg Soup,55,3,1,53,43,FALSE,43
Packaged Food,Go Cheese Spread - Garlic,99,5,6,94,200,FALSE,200
Packaged Food,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,215,9,6,194,325,FALSE,325
Packaged Food,Zorabian Chicken Smoked Ham,205,5,1,194,250,FALSE,250
Packaged Food,Kissan Pineapple Jam,165,9,1,149,500,FALSE,500
Packaged Food,Smith & Jones Masala Noodles,89,0,5,89,480,FALSE,480
Packaged Food,Nestle Nestle Nan Pro Follow-Up Formula,650,0,6,650,400,FALSE,400
Packaged Food,Sunfeast Yippee! Power Up Atta Noodles,96,15,6,81,280,FALSE,280
Packaged Food,McCain Super Wedges,120,7,6,111,400,FALSE,400
Packaged Food,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",330,10,1,294,450,FALSE,450
Packaged Food,Kellogg's Chocos,130,10,6,117,250,FALSE,250
Packaged Food,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,32,0,3,32,150,FALSE,150
Packaged Food,The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,60,20,6,48,40,FALSE,40
Packaged Food,Saffola Veggie Twist Masala Oats,195,12,2,171,500,FALSE,500
Packaged Food,ITC Master Chef Classic Aloo Tikki,80,10,3,72,320,FALSE,320
Packaged Food,Smith & Jones Pink Pasta Sauce Mix,40,0,4,40,46,FALSE,46
Packaged Food,Wingreens Farms Chipotle Dip,200,25,1,150,180,FALSE,180
Packaged Food,Kellogg's Real Almond & Honey Corn Flakes,550,5,3,520,1000,FALSE,1
Packaged Food,Kellogg's Crunchy Granola Chocolate & Almonds,330,10,3,294,450,FALSE,450
Packaged Food,Cornitos Cornitos Taco Shells - 6 Inches,160,20,4,128,180,FALSE,180
Packaged Food,Ching's Secret Singapore Curry Instant Noodles,15,0,3,15,60,FALSE,60
Packaged Food,Mother's Recipe Pickle - Mango,125,9,6,113,400,FALSE,500
Packaged Food,Godrej Yummiez Chilli Chicken Sausages ,160,10,3,144,250,FALSE,250
Packaged Food,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ,175,20,6,140,180,FALSE,180
Packaged Food,Maggi Hot & Sweet - Tomato Chilli Sauce,170,10,1,153,1000,FALSE,1
Packaged Food,Ching's Secret Asian Hot Instant Soup,15,0,3,15,15,FALSE,15
Packaged Food,Kellogg’s Chocos Protein And Fibre Of 1 Roti,499,11,6,444,1200,FALSE,1
Packaged Food,Mother's Recipe Pickle - Mango,149,26,4,109,500,FALSE,500
Packaged Food,Chings Secret Manchurian Instant Noodle,60,0,6,60,240,FALSE,240
Packaged Food,Kellogg's Original Corn Flakes,310,6,6,290,875,FALSE,875
Packaged Food,Ching's Singapore Curry Instant Noodles,60,0,4,60,240,FALSE,240
Packaged Food,Kellogg's Almonds And Cranberries Granola,330,6,6,310,460,FALSE,460
Packaged Food,Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,292,0,6,292,300,FALSE,300
Packaged Food,MTR 3 Minute Breakfast - Magic Masala Upma,25,0,6,25,60,FALSE,60
Packaged Food,Smith & Jones Masala Noodles,68,10,5,61,360,FALSE,360
Packaged Food,"Knorr Classic Tomato Soup With 100% Real Vegetabls, No Added Preservatives",55,0,6,55,53,FALSE,53
Packaged Food,Godrej Yummiez Chicken Punjabi Tikka ,295,9,6,266,360,FALSE,360
Packaged Food,Kellogg's Corn Flakes,425,9,1,383,1000,FALSE,1
Packaged Food,Kelloggs Chocos,170,5,4,160,385,FALSE,385
Packaged Food,Pedigree Puppy Dry Dog Food Food Chicken & Milk,290,20,6,232,1200,FALSE,1200
Packaged Food,Ching's Secret Lemon Coriander Instant Soup,15,0,5,15,15,FALSE,15
Packaged Food,Nestle Cerelac Baby Cereal With Milk Wheat-Rice Mixed Fruit,261,0,6,261,300,FALSE,300
Packaged Food,Kelloggs Chocos - Moons & Stars,660,40,4,396,1200,FALSE,1
Packaged Food,ITC Master Chef Chicken Galouti Kebab,170,4,2,162,210,FALSE,210
Packaged Food,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,229,10,6,206,400,FALSE,400
Packaged Food,Kitchens Of India Palak Paneer,130,30,6,91,285,FALSE,285
Packaged Food,Kelloggs Chocos Fills Double Chocolat,99,11,6,88,175,FALSE,175
Packaged Food,Soulfull Ragi Bites Choco Fills,169,5,4,160,250,FALSE,250
Packaged Food,Figaro Sliced Black Olive ,179,0,6,179,450,FALSE,450
Packaged Food,Veeba Barbeque Sauce,149,8,6,137,330,FALSE,330
Packaged Food,The Whole Truth Vegan Mocha Almond Fudge Energy Bar No Sugar,60,20,6,48,40,FALSE,40
Packaged Food,"The Whole Truth - Nuts, Fruits & Seeds Muesli",325,20,6,260,350,FALSE,350
Packaged Food,Pantai Green Curry Paste,150,14,5,128,114,FALSE,114
Packaged Food,Kelloggs Special K,210,8,5,192,435,FALSE,435
Packaged Food,Moi Soi Sichuan Chilli Oil- For Stir Fry Marinade Spread & Dip,280,50,5,140,175,FALSE,175
Packaged Food,Mother's Recipe Madras Appalam,50,10,6,45,100,FALSE,100
Packaged Food,Top Ramen Masala Oat Masala,80,10,6,72,280,FALSE,280
Packaged Food,Saffola Everyday Peppy Tomato Masala Oats,195,12,6,171,500,FALSE,500
Packaged Food,"Ching's Secret Instant Noodles, Hot Garlic",60,0,4,60,240,FALSE,240
Packaged Food,Kitchens Of India Chicken Chettinad,200,30,1,140,285,FALSE,285
Packaged Food,Nestle Cerelac Wheat - Stage 1,190,0,6,190,300,FALSE,300
Packaged Food,Sumeru Aloo Paratha,119,5,6,113,400,FALSE,400
Packaged Food,ITC Master Chef Veggie Pizza Pocket,170,4,4,162,340,FALSE,340
Packaged Food,Wingreens Farms Tangy Cheese Pita Chips & Mexican Salsa Dip,60,15,1,51,70,FALSE,70
Packaged Food,Ching's Secret Manchow Soup,55,0,3,55,55,FALSE,55
Packaged Food,Veeba Carrot & Cucumber Sandwich Spread,85,10,6,76,250,FALSE,250
Packaged Food,Kellogg's Real Almond & Honey Corn Flakes,370,12,3,324,650,FALSE,650
Packaged Food,Kitchens Of India Mughlai Paneer,160,30,4,112,285,FALSE,285
Packaged Food,Ching's Secret Just Soak - Veg Hakka Noodles,30,0,5,30,150,FALSE,150
Packaged Food,Ching's Secret Chowmein Hakka Noodles Masala,60,10,2,54,100,FALSE,100
Packaged Food,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,235,20,5,188,325,FALSE,325
Packaged Food,Mother's Recipe Bhel Puri Chutney,55,9,4,50,200,FALSE,200
Packaged Food,Kelloggs Chocos Moon & Stars,330,10,6,294,680,FALSE,680
Packaged Food,Mother's Recipe Lime Pickle ,120,5,1,114,400,FALSE,400
Packaged Food,Kitchens of India Dal Makhani,110,30,2,77,285,FALSE,285
Packaged Food,Pantai Light Soy Sauce,275,14,5,234,200,FALSE,200
Packaged Food,Ching's Secret Sweet Corn Soup,55,0,6,55,55,FALSE,55
Packaged Food,"Top Ramen Noodles, Atta",80,0,1,80,280,FALSE,280
Packaged Food,Cantina Tortilla Dip Sauce Sour Creamy Tex Mex,225,15,5,191,190,FALSE,190
Packaged Food,Dabur Hommade - Rajasthan Ki Garlic Chutne,65,6,6,61,200,FALSE,200
Packaged Food,MTR Seviyan Vermicelli ,42,0,2,42,400,FALSE,400
Packaged Food,Pantai Oyster Sauce,275,14,4,234,200,FALSE,200
Packaged Food,Go Cheese Spread - Four Pepper (Soft & Creamy),99,5,6,94,200,FALSE,200
Packaged Food,MTR Ready To Eat Paneer Butter Masala,135,9,2,122,300,FALSE,300
Packaged Food,Nestle Lactogen Stage 2 Follow-up Formula Powder,340,0,2,340,400,FALSE,400
Packaged Food,Kellogg's Crunchy Bites Chocos,190,10,6,171,375,FALSE,375
Packaged Food,Veeba Hot Sweet Tomato Chilli Sauce,104,20,3,83,500,FALSE,500
Packaged Food,Borges Durum Wheat Pasta Superior Quality,250,40,6,149,500,FALSE,500
Packaged Food,Funfoods Peanut Butter Crunchy,169,7,1,156,400,FALSE,400
Packaged Food,Pantai Red Curry Paste,60,0,4,60,50,FALSE,50
Packaged Food,ITC Master Chef Chicken Seekh Kabab,325,0,6,325,500,FALSE,500
Packaged Food,Del Monte Pizza & Pasta Sauce Spout Pack,99,0,3,99,400,FALSE,400
Packaged Food,Pantai Sriracha Red Chilli Sauce,225,15,6,191,200,FALSE,200
Packaged Food,Hershey's Cocoa Spread,295,0,3,295,350,FALSE,350
Packaged Food,Maggi Ghee Tadka Upma Express Pouch,25,0,6,25,65,FALSE,65
Packaged Food,Ching's Secret Manchurian Noodles,91,0,5,91,360,FALSE,360
Packaged Food,Kellogg's All Bran Wheat Flakes,220,6,5,205,425,FALSE,425
Packaged Food,Yummiez Chicken Breakfast Sausages,150,0,3,150,250,FALSE,250
Packaged Food,Pantai Red Curry Paste,150,14,3,128,114,FALSE,114
Packaged Food,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,330,10,6,297,400,FALSE,400
Packaged Food,Quaker Oats Pouch,276,10,6,248,1500,FALSE,1
Packaged Food,Prasuma Momos -  Cheesy Spicy Veg,295,0,6,295,24,FALSE,24
Packaged Food,Veeba Sriracha Chilli Garlic Sauce,149,8,5,137,320,FALSE,320
Packaged Food,Ching's Secret Just Soak - Veg Hakka Noodles,115,0,6,115,600,FALSE,600
Packaged Food,Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip,280,50,5,140,175,FALSE,175
Packaged Food,Figaro Plain Green Olive ,179,0,6,179,450,FALSE,450
Packaged Food,Mother's Recipe Gujrati Gorkeri Pickle,140,10,3,126,500,FALSE,500
Packaged Food,Kellogg's Muesli 20% Nuts Delight,320,0,6,320,500,FALSE,500
Packaged Food,Borges Farfalle Durum Wheat Pasta ,250,0,5,250,500,FALSE,500
Packaged Food,Kellogg's Chocos,299,10,4,269,700,FALSE,700
Packaged Food,Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants ,620,0,1,620,400,FALSE,400
Packaged Food,Veeba Truly Tomato Ketchup,99,20,6,79,500,FALSE,500
Packaged Food,Ching's Secret Green Chilli Sauce,85,4,1,81,680,FALSE,680
Packaged Food,MTR Roasted Vermicelli ,55,0,1,55,400,FALSE,400
Packaged Food,Mother's Recipe Punjabi Teekha Mang Pickle,120,10,4,108,400,FALSE,400
Packaged Food,Ching's Secret Hot Garlic Instant Noodles,114,0,6,114,480,FALSE,480
Packaged Food,Kellogg's Real Honey Corn Flakes,290,7,5,267,630,FALSE,630
Packaged Food,ITC Master Chef Lebanese Falafel Kebab,130,4,4,124,230,FALSE,230
Packaged Food,Kelloggs Chocos Fills Double Chocolaty,185,10,5,165,250,FALSE,250
Packaged Food,Organic India Apple Cider Vinegar,595,9,2,536,500,FALSE,500
Packaged Food,Masala Oats Masala & Coriander ,195,9,5,176,500,FALSE,500
Packaged Food,Ching's Secret  Noodles - Pad Thai Lemongras,200,0,5,200,130,FALSE,130
Packaged Food,Bagrrys Fruit and Nut Muesli with Cranberries,499,0,5,499,750,FALSE,750
Packaged Food,Kitchens Of India Yellow Dal Tadka,110,30,6,77,285,FALSE,285
Packaged Food,Soulfull Vanilla Fills - Ragi Bites,169,5,6,160,250,FALSE,250
Packaged Food,Pantai Teriyaki Sauce with Garlic,325,15,6,276,200,FALSE,200
Packaged Food,Whiskas Adult Pocket Tuna Cat Food,410,0,1,410,1200,FALSE,1
Packaged Food,Kitchens Of India Chicken Darbari ,200,30,4,140,285,FALSE,285
Packaged Food,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,299,10,6,269,400,FALSE,400
Packaged Food,Smith & Jones Red Pasta Sauce Mix,40,0,6,40,46,FALSE,46
Packaged Food,Kellogg's Muesli Nuts Delight,425,9,3,383,750,FALSE,750
Packaged Food,Kitchens of India Dal Bukhara Gravy Mix,110,30,6,77,285,FALSE,285
Packaged Food,The Whole Truth Peanut Butter - Sweetened & Crunchy,215,20,6,172,325,FALSE,325
Packaged Food,Remia Mayonnaise,230,0,6,230,241,FALSE,241
Packaged Food,Ching's Secret Green Chilli Sauce,105,0,6,105,425,FALSE,425
Packaged Food,Bagrrys Fruit N Fibre Muesli - Strawberry,595,0,1,595,1000,FALSE,1
Packaged Food,Ching's Secret Tomato Oats Instant Soup,15,0,3,15,20,FALSE,20
Packaged Food,Kellogg's Special K Original Corn Flakes,140,5,1,133,290,FALSE,290
Packaged Food,Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,280,50,5,140,175,FALSE,175
Packaged Food,Tong Garden Wasabi Green Peas,175,4,6,167,150,FALSE,150
Packaged Food,Ching's Secret Red Chilli Sauce,105,0,4,105,440,FALSE,440
Packaged Food,Ching's Instant Hot and Sour Soup,55,0,5,55,55,FALSE,55
Packaged Food,Ching's Secret Noodles - Pad Thai Original,200,0,6,200,130,FALSE,130
Packaged Food,Aashirvaad Instant Meals - Khatta Meetha Pohaa With Millets,55,30,5,38,80,FALSE,80
Packaged Food,Del Monte Black Sliced Olives,250,0,1,250,450,FALSE,450
Packaged Food,Kitchens Of India Murgh Methi,220,30,5,154,285,FALSE,285
Packaged Food,Nestle Cerelac 5 Grains & Fruits Cereal,288,0,6,288,300,FALSE,300
Packaged Food,The Whole Truth - 5 Grain Muesli No Added Sugar,325,20,6,260,350,FALSE,350
Packaged Food,Ching's Secret  Pad Thai Noodles Green Curry,200,0,6,200,130,FALSE,130
Packaged Food,Aashirvaad Suji Halwa With Jaggery,75,0,6,75,70,FALSE,70
Packaged Food,Mother's Recipe Mango Pickle ,120,0,1,120,400,FALSE,400
Packaged Food,Ching's Secret Pad Thai Noodles - Extra Hot Thai Chilli,200,0,6,200,130,FALSE,130
Packaged Food,Kellogg's Special K Original Corn Flakes,399,11,6,355,900,FALSE,900
Packaged Food,Knorr Sweet Corn Chicken Soup,55,0,2,55,42,FALSE,42
Packaged Food,Ching's Secret Tomato Soup,55,0,6,55,55,FALSE,55
Packaged Food,Funfoods Peanut Butter Creamy,169,0,1,169,400,FALSE,400
Packaged Food,Japanese Choice Udon Noodles,295,9,6,266,250,FALSE,250
Packaged Food,Kelloggs Muesli - With 22% Fruit Magic,320,10,5,288,500,FALSE,500
Packaged Food,Dabur Hommade - Kalonji Tamatar Ki Chutney,65,6,6,61,200,FALSE,200
Packaged Food,Kitchens Of India Dal Makhani,110,30,1,77,285,FALSE,285
Packaged Food,Aashirvaad Suji Halwa With Jaggery,55,30,6,38,80,FALSE,80
Packaged Food,Del Monte Green Chili Sauce,55,0,3,55,190,FALSE,190
Packaged Food,Pedigree Dog Food Adult Chicken & Veg,660,10,1,594,3000,FALSE,3
Packaged Food,Kellogg's Original Corn Flakes,185,5,6,175,475,FALSE,475
Packaged Food,Pedigree Puppy Dry Dog Food Food Chicken & Milk,690,6,2,648,3000,FALSE,3
Packaged Food,Kitchens Of India Rajma Masala,110,30,5,77,285,FALSE,285
Packaged Food,Kitchen Of India Ready-To-Eat Pindi Channa,110,30,2,77,285,FALSE,285
Packaged Food,Figaro Pitted Black Olive ,179,0,6,179,450,FALSE,450
Packaged Food,Cantina Tabasco Red Sauce,140,15,6,119,60,FALSE,60
Packaged Food,Mother's Recipe Pickle - Mixed,149,26,6,109,500,FALSE,500
Packaged Food,Nestle Cerelac Baby Cereal with Milk 5 Grains & Vegetables from 18 to 24 Month,279,0,5,279,300,FALSE,300
Packaged Food,Mother's Recipe Tamarind Paste,50,2,2,49,200,FALSE,200
Packaged Food,Pedigree Meat Jerky Adult Dog Treat Barbecued Chicken,140,20,6,112,80,FALSE,80
Packaged Food,Veeba Peri Peri Sauce,161,0,6,161,300,FALSE,300
Packaged Food,Pantai Sriracha Yellow Chilli Sauce,225,15,6,191,200,FALSE,200
Packaged Food,Praakritik Organic Jumbo Rolled Oats,190,11,6,169,500,FALSE,500
Packaged Food,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodles,123,0,6,123,600,FALSE,600
Packaged Food,Pantai Spring Roll Sauce,275,10,6,245,200,FALSE,200
Packaged Food,MTR Vermicelli Payasam,75,0,6,75,180,FALSE,180
Packaged Food,Bagrrys Corn Flakes,350,0,6,350,880,FALSE,800
Packaged Food,MTR Ready To Eat Palak Paneer ,135,11,6,120,300,FALSE,300
Packaged Food,Del Monte Red Chili Sauce,55,0,5,55,190,FALSE,190
Packaged Food,Kitchens of India Mutter Paneer Mix,120,30,4,84,285,FALSE,285
Packaged Food,Pantai Green Curry Paste,60,6,6,56,50,FALSE,50
Packaged Food,The Laughing Cow Cheese Spread Plain,110,0,6,110,180,FALSE,180
Packaged Food,MTR Dal Fry,110,0,5,110,300,FALSE,300
Packaged Food,Pantai Fish Sauce,275,14,6,234,200,FALSE,200
Packaged Food,Cantina Beans Mexican Beans,250,14,6,213,410,FALSE,410
Packaged Food,Ching's Secret Manchurian Instant Noodle,114,0,6,114,480,FALSE,480
Packaged Food,Remia Salad Italian Dressing ,230,0,6,230,250,FALSE,250
Packaged Food,Yummiez Veg Cheese Fingers Pouch,230,0,4,230,400,FALSE,400
Packaged Food,MTR Dal Makhani,110,0,4,110,300,FALSE,300
Packaged Food,MTR Ready to Eat Pav Bhaji,110,0,6,110,300,FALSE,300
Packaged Food,Weikfield Tomato Salsa Instant Pasta,25,0,1,25,77,FALSE,77
Packaged Food,Nestlé CERELAC Baby Cereal with Milk,272,0,1,272,300,FALSE,300
Packaged Food,Remia Salad Caesar Dressing,250,0,6,250,250,FALSE,250
Packaged Food,Bagrrys Fruit N Fibre Muesli Mixed Fruit,330,0,6,330,500,FALSE,500
Packaged Food,MTR Paneer Butter Masala & Veg Pulao,175,9,4,158,375,FALSE,375
Packaged Food,Sundrop Cocoa Nut Hazelnut Chocolatey Spread,120,0,6,120,160,FALSE,160
Packaged Food,Moi Soi Manchurian Sauce - For Stir Fry Marinade Spread & Dip,280,50,6,140,175,FALSE,175
Packaged Food,Pedigree Dog Food Adult Meat & Rice,660,7,2,608,3000,FALSE,3
Packaged Food,Pantai Sriracha Green Chilli Sauce,225,15,6,191,200,FALSE,200
Packaged Food,Pantai Chilli Garlic Sauce,275,14,6,234,200,FALSE,200
Packaged Food,Pantai Dark Soy Sauce,275,14,6,234,200,FALSE,200
Packaged Food,Yoga Bar Peanut Butter Dark Chocolate Jar,249,0,4,249,400,FALSE,400
Packaged Food,Cantina Tabasco Green Sauce,140,15,6,119,60,FALSE,60
Packaged Food,Pantai Pad Thai Sauce (Non-Veg),325,9,5,293,200,FALSE,200
Packaged Food,Pantai Sweet Chilli Sauce,275,14,6,234,200,FALSE,200
Packaged Food,Ching's Secret Schezwan Instant Noodle,114,0,6,114,480,FALSE,480
Packaged Food,Yummiez Chicken Garlic Fingers Pouch,250,0,5,250,400,FALSE,400
Packaged Food,Pediasure Premium Chocolate Powdered Health Drink,610,0,2,610,400,FALSE,400
Packaged Food,Chings Secret Hot Garlic Instant Noodles,91,0,6,91,60,FALSE,60
Packaged Food,Godrej Yummiez Cheese Corn Nuggets ,230,0,4,230,400,FALSE,400
Packaged Food,Pantai Hot Chilli Sauce,275,14,6,234,200,FALSE,200
Packaged Food,Knorr International Mexican Tomato Corn Soup ,65,6,3,61,52,FALSE,52
Packaged Food,Bagrry's Fruit Fibre Muesli Mixed Fruit ,595,0,5,595,1000,FALSE,1
Packaged Food,MTR Roasted Vermicelli ,105,0,4,105,850,FALSE,850
Packaged Food,Maggi 2-Minute Instant Noodles - Masala,44,0,0,44,280,TRUE,280
Packaged Food,"Kurkure Green Chutney, Rajasthani Style",20,0,0,20,90,TRUE,90
Packaged Food,Kellogg's Chocos Combo Pack,60,6,0,56,156,TRUE,156
Packaged Food,Kissan Mixed Fruit Jam ,155,0,0,155,500,TRUE,500
Packaged Food,Lijjat Urad Papad,60,5,0,57,200,TRUE,200
Packaged Food,Amul Cheese Spread Yummy Plain,85,0,0,85,200,TRUE,200
Packaged Food,Mother's Recipe Ginger And Garlic Paste,50,24,0,38,200,TRUE,200
Packaged Food,Maggi Magic Cubes Chicken,40,2,0,39,40,TRUE,40
Packaged Food,Pedigree Puppy Chicken Chunks in Gravy ,35,2,0,34,70,TRUE,70
Packaged Food,The Whole Truth Peanut Butter - Unsweetened & Crunchy,185,20,0,148,325,TRUE,325
Packaged Food,Ching's Chow Mein Hakka Noodles Masala,10,0,0,10,20,TRUE,20
Packaged Food,Safal Frozen Mixed Vegetables,60,5,0,57,500,TRUE,500
Packaged Food,Safal Frozen Corn,41,4,0,39,200,TRUE,200
